,ACCLASS,AG_DRIV,ALCOHOL,AUTOMOBILE,CYCLIST,DATE,DISABILITY,EMERG_VEH,HOOD_ID,HOUR,INITDIR,INVAGE,LIGHT,LOCCOORD,MANOEUVER,MOTORCYCLE,PASSENGER,PEDESTRIAN,RDSFCOND,REDLIGHT,ROAD_CLASS,SPEEDING,TRAFFCTL,TRSN_CITY_VEH,TRUCK,VISIBILITY
2679,0,0,0,1,0,6,0,0,51,19,North,15 to 19,Daylight,Mid-Block,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
2680,0,1,0,1,0,10,0,0,78,18,South,35 to 39,Daylight,Intersection,Making U Turn,0,1,0,Dry,1,Major Arterial,0,Passive Control,1,0,Clear
2681,1,0,0,1,0,7,0,0,119,16,South,25 to 29,Daylight,Intersection,Stopped,0,1,1,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
2684,1,0,0,1,0,7,0,0,119,16,North,50 to 54,Daylight,Intersection,Going Ahead,0,1,1,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
2685,1,0,0,0,0,11,0,0,44,9,South,50 to 54,Daylight,Mid-Block,Going Ahead,0,0,1,Wet,0,Major Arterial,0,No Control,1,0,Clear
2686,1,1,0,1,0,11,0,0,119,7,East,35 to 39,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2688,0,1,0,1,0,9,0,0,76,14,South,30 to 34,Daylight,Intersection,Turning Left,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2692,0,1,0,1,0,10,0,0,78,18,South,25 to 29,Daylight,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,0,Passive Control,1,0,Clear
2694,0,1,0,1,0,9,0,0,76,14,North,50 to 54,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2696,0,1,0,1,0,9,0,0,131,16,East,45 to 49,Daylight,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
2698,0,1,0,1,0,9,0,0,131,16,North,50 to 54,Daylight,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
2701,0,1,0,1,0,9,0,0,131,16,North,35 to 39,Daylight,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
2705,0,1,0,1,0,9,0,0,131,16,South,40 to 44,Daylight,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
2710,0,1,0,1,0,9,0,0,131,16,North,30 to 34,Daylight,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
2714,0,0,0,1,0,9,0,0,128,23,North,70 to 74,Dark,Mid-Block,Going Ahead,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2715,1,0,0,1,0,9,0,0,26,0,East,40 to 44,Dark,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2719,0,1,1,1,0,9,0,0,137,3,North,25 to 29,Dark,Mid-Block,Going Ahead,0,1,0,Dry,0,Collector,1,No Control,0,0,Clear
2723,0,0,0,1,0,9,0,0,117,9,West,70 to 74,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2724,0,0,0,1,0,9,0,0,116,6,West,45 to 49,Daylight,Mid-Block,Going Ahead,0,0,0,Dry,0,Minor Arterial,0,No Control,0,0,Clear
2726,0,0,0,1,0,9,0,0,72,22,East,25 to 29,Dark,Mid-Block,Stopped,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2729,0,1,0,1,0,10,0,0,70,11,South,35 to 39,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2731,0,1,0,1,0,11,0,0,137,18,South,60 to 64,Dusk,Intersection,Turning Left,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,0,Rain
2739,0,1,0,1,0,10,0,0,17,14,West,80 to 84,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Minor Arterial,0,Passive Control,0,0,Clear
2740,1,0,0,1,0,7,0,0,119,16,East,45 to 49,Daylight,Intersection,Going Ahead,0,1,1,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
2741,0,1,0,1,0,6,0,0,108,21,East,25 to 29,Dark,Mid-Block,Going Ahead,0,1,0,Dry,0,Collector,1,No Control,0,0,Clear
2742,0,1,0,1,0,11,0,0,48,21,East,55 to 59,Dark,Intersection,Turning Left,0,0,1,Wet,0,Local,0,No Control,0,0,Rain
2746,1,1,0,1,0,6,0,0,5,2,North,15 to 19,Dark,Intersection,Going Ahead,0,0,0,Dry,0,Local,1,No Control,0,0,Clear
2747,0,0,0,1,1,6,0,0,95,14,East,45 to 49,Daylight,Mid-Block,Parked,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2749,0,0,0,1,1,6,0,0,65,21,West,45 to 49,Dark,Mid-Block,Parked,0,0,0,Dry,0,Minor Arterial,0,No Control,0,0,Clear
2751,1,1,0,1,0,7,0,0,126,8,North,30 to 34,Daylight,Intersection,Going Ahead,0,0,0,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
2753,1,1,0,1,0,7,0,0,126,8,West,60 to 64,Daylight,Intersection,Going Ahead,0,0,0,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
2754,0,0,0,1,0,7,0,0,31,18,East,35 to 39,Daylight,Mid-Block,Going Ahead,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2757,0,0,0,1,0,7,0,0,31,18,East,35 to 39,Daylight,Mid-Block,Stopped,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2758,0,1,0,1,0,7,0,0,56,1,North,35 to 39,Dark,Intersection,Going Ahead,1,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
2761,0,1,0,1,0,7,0,0,56,1,South,45 to 49,Dark,Intersection,Turning Left,1,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
2762,0,0,0,1,1,7,0,0,113,11,West,80 to 84,Daylight,Intersection,Turning Right,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2764,0,1,0,1,0,7,0,0,134,20,West,35 to 39,Dark,Intersection,Going Ahead,0,1,0,Dry,1,Minor Arterial,0,Passive Control,0,0,Clear
2768,0,1,0,1,0,7,0,0,134,20,South,15 to 19,Dark,Intersection,Turning Left,0,1,0,Dry,1,Minor Arterial,0,Passive Control,0,0,Clear
2771,0,1,0,1,0,7,0,0,40,11,East,65 to 69,Daylight,Intersection,Turning Left,0,1,0,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
2774,0,1,0,1,0,7,0,0,40,11,North,55 to 59,Daylight,Intersection,Stopped,0,1,0,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
2775,0,1,0,1,0,7,0,0,40,11,South,50 to 54,Daylight,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
2777,0,1,0,1,0,7,0,0,40,11,North,45 to 49,Daylight,Intersection,Stopped,0,1,0,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
2780,0,1,0,1,0,7,0,0,30,17,South,15 to 19,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2782,0,1,0,1,0,7,0,0,30,17,South,35 to 39,Daylight,Intersection,Stopped,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2784,0,0,0,1,0,7,0,0,93,20,South,25 to 29,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2789,1,1,0,1,0,10,0,0,7,15,East,55 to 59,Daylight,Intersection,Going Ahead,0,0,0,Wet,0,Local,1,No Control,0,0,Clear
2792,1,0,0,1,0,10,0,0,117,19,West,80 to 84,Dark,Mid-Block,Changing Lanes,0,0,1,Wet,0,Major Arterial,0,No Control,0,0,Rain
2795,0,1,0,1,0,10,0,0,78,19,South,25 to 29,Dark,Mid-Block,Changing Lanes,0,1,0,Dry,0,Major Arterial,1,No Control,0,0,Clear
2796,0,1,0,1,0,10,0,0,78,19,North,50 to 54,Dark,Mid-Block,Going Ahead,0,1,0,Dry,0,Major Arterial,1,No Control,0,0,Clear
2800,0,1,0,1,0,10,0,0,36,19,North,65 to 69,Daylight,Mid-Block,Turning Right,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2803,0,0,0,1,0,10,0,0,137,19,West,55 to 59,Dark,Mid-Block,Going Ahead,0,0,1,Wet,0,Major Arterial,0,No Control,0,0,Rain
2805,0,0,0,1,0,10,0,0,42,19,South,85 to 89,Dark,Intersection,Turning Left,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2806,0,0,0,1,0,10,0,0,42,19,North,40 to 44,Dark,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2809,0,0,0,1,0,10,0,0,36,1,North,25 to 29,Dark,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2810,0,1,0,1,0,10,0,0,34,18,South,40 to 44,Daylight,Intersection,Stopped,0,1,0,Wet,0,Minor Arterial,0,No Control,0,0,Rain
2811,0,1,0,1,0,10,0,0,34,18,South,25 to 29,Daylight,Intersection,Going Ahead,0,1,0,Wet,0,Minor Arterial,0,No Control,0,0,Rain
2815,1,0,1,1,0,10,0,0,4,10,North,70 to 74,Daylight,Mid-Block,Going Ahead,0,1,0,Wet,0,Collector,0,No Control,1,0,Rain
2817,1,0,1,1,0,10,0,0,4,10,South,55 to 59,Daylight,Mid-Block,Going Ahead,0,1,0,Wet,0,Collector,0,No Control,1,0,Rain
2819,0,0,0,1,0,10,0,0,51,1,North,45 to 49,Dark,Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2820,0,1,0,1,0,11,0,0,119,17,West,45 to 49,Dusk,Mid-Block,Merging,0,0,1,Dry,0,Major Arterial,1,No Control,0,0,Clear
2825,0,0,0,1,0,11,0,0,106,11,East,35 to 39,Daylight,Intersection,Reversing,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
2827,1,0,0,1,0,7,0,0,119,16,South,50 to 54,Daylight,Intersection,Going Ahead,0,1,1,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
2829,0,0,0,1,0,7,0,0,71,8,South,35 to 39,Daylight,Intersection,Turning Right,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2831,0,0,0,1,0,7,0,0,71,8,South,30 to 34,Daylight,Intersection,Turning Left,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2832,0,0,0,1,0,7,0,0,71,8,South,40 to 44,Daylight,Intersection,Stopped,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2836,0,0,0,1,0,7,0,0,137,16,South,30 to 34,Daylight,Mid-Block,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
2838,0,0,0,1,1,7,0,0,65,2,East,30 to 34,Dark,Mid-Block,Stopped,0,0,0,Dry,0,Minor Arterial,0,No Control,0,0,Clear
2842,0,0,1,1,0,7,0,0,25,13,South,40 to 44,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2846,0,0,1,1,0,7,0,0,25,13,South,15 to 19,Daylight,Intersection,Changing Lanes,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2848,0,1,0,1,0,7,0,0,117,14,East,60 to 64,Daylight,Mid-Block,Stopped,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2849,0,1,0,1,0,7,0,0,117,14,East,25 to 29,Daylight,Mid-Block,Stopped,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2852,0,1,0,1,0,7,0,0,117,14,East,35 to 39,Daylight,Mid-Block,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2854,0,1,0,1,0,7,0,0,76,22,South,45 to 49,Dark,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2859,0,1,0,1,0,7,0,0,76,22,North,40 to 44,Dark,Intersection,Turning Left,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2861,0,1,0,1,0,7,0,0,76,22,South,35 to 39,Dark,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2868,0,0,0,1,0,11,0,0,118,22,South,40 to 44,Dark,Mid-Block,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
2873,0,0,0,1,0,11,0,0,2,6,West,25 to 29,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
2874,0,0,0,1,0,11,0,0,127,19,North,50 to 54,Dark,Intersection,Going Ahead,0,0,1,Wet,0,Major Arterial,0,No Control,0,0,Rain
2876,0,0,0,1,1,11,0,0,94,20,West,60 to 64,Dark,Intersection,Going Ahead,0,0,0,Wet,0,Major Arterial,0,Passive Control,0,0,Rain
2883,0,0,0,1,0,11,0,0,36,8,West,45 to 49,"Daylight, artificial",Mid-Block,Going Ahead,0,0,1,Dry,0,Collector,0,No Control,0,0,Clear
2885,1,1,0,1,0,11,0,0,25,18,East,35 to 39,Dark,Intersection,Turning Left,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,0,Rain
2889,0,1,0,1,0,11,0,0,129,18,South,20 to 24,Dark,Mid-Block,Going Ahead,0,1,1,Wet,0,Collector,0,Passive Control,0,0,Rain
2893,0,0,0,1,0,11,0,0,89,10,East,40 to 44,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
2895,0,0,0,1,0,11,0,0,84,15,West,30 to 34,Daylight,Intersection,Turning Right,0,0,1,Dry,0,Local,0,No Control,0,0,Clear
2897,0,1,0,1,0,11,0,0,51,6,South,45 to 49,Dark,Mid-Block,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2898,0,1,0,1,0,11,0,0,51,6,South,55 to 59,Dark,Mid-Block,Slowing or Stopping,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2899,0,0,0,1,0,6,0,0,65,19,East,20 to 24,Dark,Intersection,Going Ahead,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,0,Rain
2904,0,1,0,0,0,6,0,0,76,16,West,35 to 39,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Collector,0,No Control,1,0,Clear
2906,0,0,0,1,0,6,1,0,118,10,West,70 to 74,Daylight,Mid-Block,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2908,1,0,0,1,1,6,0,0,40,8,South,45 to 49,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,1,Clear
2910,1,0,0,1,1,6,0,0,40,8,South,35 to 39,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,1,Clear
2911,0,1,0,1,0,6,0,0,54,8,East,40 to 44,Daylight,Intersection,Going Ahead,0,0,1,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
2913,0,0,0,1,0,6,0,0,85,9,East,45 to 49,Daylight,Intersection,Reversing,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
2919,0,0,0,1,0,6,0,0,36,10,East,25 to 29,Daylight,Intersection,Going Ahead,0,1,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2924,0,0,0,1,0,6,0,0,75,14,West,35 to 39,Daylight,Intersection,Making U Turn,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2927,0,0,0,1,1,6,0,0,91,9,East,30 to 34,Daylight,Mid-Block,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2929,0,1,0,1,0,6,0,0,92,10,East,55 to 59,Daylight,Mid-Block,Going Ahead,1,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2930,0,1,0,1,0,6,0,0,92,10,East,70 to 74,Daylight,Mid-Block,Making U Turn,1,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2932,1,0,0,1,0,6,0,0,80,11,West,50 to 54,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2934,0,0,0,1,0,6,0,0,14,17,East,45 to 49,Daylight,Intersection,Turning Left,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2935,0,0,0,1,0,6,0,0,14,17,West,30 to 34,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2947,0,0,0,1,0,6,0,0,127,6,South,50 to 54,Daylight,Mid-Block,Going Ahead,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
2949,0,1,0,1,0,6,0,0,75,2,West,30 to 34,Dark,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
2953,1,0,0,1,0,11,0,0,123,19,West,25 to 29,Dark,Mid-Block,Going Ahead,0,1,0,Other,0,Minor Arterial,0,No Control,0,0,Clear
2954,0,0,0,1,0,11,0,0,91,23,East,70 to 74,Dark,Intersection,Going Ahead,0,0,1,Wet,0,Major Arterial,0,No Control,0,0,Clear
2957,0,1,0,1,0,11,0,0,122,2,West,30 to 34,Dark,Mid-Block,Going Ahead,0,1,0,Dry,0,Major Arterial,1,No Control,0,0,Clear
2958,0,0,0,1,0,11,0,0,77,20,West,55 to 59,Dark,Mid-Block,Going Ahead,0,0,1,Dry,0,Minor Arterial,0,No Control,0,0,Clear
2960,0,0,0,1,0,11,0,0,107,8,South,75 to 79,Daylight,Intersection,Going Ahead,0,0,1,Ice,0,Minor Arterial,0,No Control,0,0,Clear
2962,0,0,0,1,0,11,0,0,111,8,West,50 to 54,Daylight,Mid-Block,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
2964,0,1,0,1,0,11,0,0,75,15,West,35 to 39,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
2967,0,1,0,1,0,11,0,0,76,1,North,20 to 24,Dark,Mid-Block,Going Ahead,0,1,0,Wet,0,Major Arterial,1,No Control,0,0,Rain
2968,0,1,0,1,0,11,0,0,123,17,South,60 to 64,Dark,Intersection,Turning Left,0,0,1,Dry,0,Minor Arterial,0,Passive Control,0,0,Clear
2973,0,1,1,1,0,11,0,0,42,18,South,50 to 54,Dark,Mid-Block,Going Ahead,0,1,0,Dry,0,Major Arterial,1,No Control,0,0,Clear
2976,0,1,1,1,0,11,0,0,42,18,North,50 to 54,Dark,Mid-Block,Going Ahead,0,1,0,Dry,0,Major Arterial,1,No Control,0,0,Clear
2978,0,1,1,1,0,11,0,0,42,18,North,50 to 54,Dark,Mid-Block,Overtaking,0,1,0,Dry,0,Major Arterial,1,No Control,0,0,Clear
2979,0,1,1,1,0,12,0,0,95,2,West,35 to 39,Dark,Mid-Block,Changing Lanes,0,0,1,Packed Snow,0,Major Arterial,1,No Control,0,0,Snow
2982,0,1,0,1,0,12,0,0,48,12,South,45 to 49,Daylight,Mid-Block,Stopped,0,1,0,Wet,0,Major Arterial,0,No Control,0,0,Clear
2984,0,1,0,1,0,12,0,0,48,12,South,45 to 49,Daylight,Mid-Block,Going Ahead,0,1,0,Wet,0,Major Arterial,0,No Control,0,0,Clear
2985,0,1,0,1,0,12,0,0,48,12,South,35 to 39,Daylight,Mid-Block,Stopped,0,1,0,Wet,0,Major Arterial,0,No Control,0,0,Clear
2987,0,0,0,1,0,12,0,0,16,7,North,50 to 54,Daylight,Intersection,Going Ahead,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,0,Strong wind
2990,0,0,0,0,0,12,0,0,98,12,West,35 to 39,Daylight,Intersection,Turning Right,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
2992,1,0,0,1,0,12,0,0,81,18,North,75 to 79,Dark,Mid-Block,Going Ahead,0,0,1,Dry,0,Minor Arterial,0,No Control,0,0,Clear
2996,0,0,1,1,0,12,0,0,119,19,North,60 to 64,Dark,Mid-Block,Going Ahead,0,0,0,Wet,0,Major Arterial,0,No Control,0,0,Clear
2997,0,0,1,1,0,12,0,0,119,19,North,60 to 64,Dark,Mid-Block,Going Ahead,0,0,0,Wet,0,Major Arterial,0,No Control,0,0,Clear
2999,0,1,0,1,0,12,0,0,28,16,East,70 to 74,Daylight,Intersection,Stopped,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
3001,0,1,0,1,0,12,0,0,28,16,East,45 to 49,Daylight,Intersection,Stopped,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
3002,0,1,0,1,0,12,0,0,28,16,East,30 to 34,Daylight,Intersection,Stopped,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
3003,0,1,0,1,0,12,0,0,28,16,East,55 to 59,Daylight,Intersection,Stopped,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
3005,0,1,0,1,0,12,0,0,28,16,East,70 to 74,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
3006,0,1,0,1,0,12,0,0,28,16,East,35 to 39,Daylight,Intersection,Stopped,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
3007,0,1,0,1,0,12,0,0,30,17,North,25 to 29,Dark,Mid-Block,Going Ahead,0,0,0,Wet,0,Collector,0,No Control,0,0,Clear
3008,0,1,0,1,0,12,0,0,30,17,South,35 to 39,Dark,Mid-Block,Going Ahead,0,0,0,Wet,0,Collector,0,No Control,0,0,Clear
3009,0,0,0,1,0,12,0,0,2,18,North,35 to 39,Dark,Intersection,Going Ahead,0,0,1,Wet,0,Minor Arterial,0,No Control,0,0,Clear
3011,0,1,0,1,0,12,0,0,7,6,West,55 to 59,Dark,Intersection,Turning Left,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,0,Clear
3014,0,0,0,1,1,5,0,0,76,14,West,50 to 54,Daylight,Mid-Block,Turning Left,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
3017,0,0,0,1,0,5,1,0,73,14,East,60 to 64,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,1,0,Clear
3021,1,0,0,1,0,4,1,0,1,17,East,60 to 64,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
3022,0,0,0,1,0,8,0,0,76,3,West,25 to 29,Daylight,Intersection,Turning Left,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
3024,0,0,1,1,0,2,0,0,137,10,South,65 to 69,Daylight,Mid-Block,Going Ahead,0,1,0,Wet,0,Major Arterial,0,No Control,0,0,Rain
3027,0,0,0,1,0,8,0,0,137,16,South,45 to 49,Daylight,Intersection,Stopped,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
3028,0,1,1,1,0,9,0,0,57,4,South,50 to 54,Dark,Mid-Block,Going Ahead,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
3029,1,1,0,1,0,6,0,0,116,0,South,45 to 49,Dark,Mid-Block,Going Ahead,0,0,1,Wet,0,Minor Arterial,0,No Control,0,0,Rain
3031,0,0,0,1,0,5,1,0,73,14,West,50 to 54,Daylight,Intersection,Slowing or Stopping,0,0,0,Dry,0,Major Arterial,0,No Control,1,0,Clear
3032,0,0,0,1,1,5,0,0,77,8,North,40 to 44,Daylight,Mid-Block,Going Ahead,0,0,0,Dry,0,Minor Arterial,0,No Control,0,0,Clear
3034,0,1,0,1,0,5,0,0,55,16,East,45 to 49,Daylight,Intersection,Going Ahead,1,0,0,Dry,0,Major Arterial,1,Passive Control,0,0,Clear
3035,0,1,0,1,0,5,0,0,55,16,West,50 to 54,Daylight,Intersection,Turning Left,1,0,0,Dry,0,Major Arterial,1,Passive Control,0,0,Clear
3037,0,1,0,1,0,5,0,0,31,23,West,65 to 69,Dark,Intersection,Turning Left,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
3038,0,1,0,1,0,5,0,0,31,23,East,35 to 39,Dark,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
3039,0,0,0,1,0,1,0,0,50,17,West,45 to 49,Dark,Mid-Block,Going Ahead,0,0,1,Wet,0,Major Arterial,0,No Control,0,0,Snow
3042,1,0,0,1,0,5,0,0,95,7,West,40 to 44,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
3044,0,1,0,1,0,5,1,0,138,11,North,50 to 54,Daylight,Intersection,Going Ahead,0,0,1,Wet,0,Collector,1,No Control,0,0,Rain
3048,0,1,0,1,0,6,0,0,138,10,South,25 to 29,Daylight,Intersection,Going Ahead,0,1,1,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
3049,0,1,0,1,0,6,0,0,138,10,West,60 to 64,Daylight,Intersection,Going Ahead,0,1,1,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
3052,0,1,0,0,0,6,0,0,66,11,South,40 to 44,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
3054,0,1,0,1,0,6,0,0,8,18,West,50 to 54,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Minor Arterial,0,Passive Control,0,0,Clear
3055,0,1,0,1,0,6,0,0,8,18,South,15 to 19,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Minor Arterial,0,Passive Control,0,0,Clear
3057,0,0,0,1,0,6,0,0,111,11,West,25 to 29,Daylight,Mid-Block,Going Ahead,0,0,0,Dry,0,Local,0,No Control,0,0,Clear
3058,0,0,0,1,0,6,0,0,49,14,East,70 to 74,Daylight,Intersection,Stopped,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
3061,0,0,0,1,0,6,0,0,49,14,East,60 to 64,Daylight,Intersection,Pulling Onto Shoulder or towardCurb,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
3063,0,0,0,1,0,6,0,0,49,14,North,45 to 49,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
3064,0,0,0,1,0,6,0,0,49,14,South,45 to 49,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
3066,0,1,0,1,0,6,0,0,21,13,West,25 to 29,Daylight,Intersection,Going Ahead,0,0,0,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
3068,0,1,0,1,0,6,0,0,38,12,East,80 to 84,Daylight,Intersection,Turning Left,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,0,Rain
3069,0,0,0,1,0,6,0,0,36,15,South,40 to 44,Daylight,Mid-Block,Going Ahead,0,0,1,Dry,0,Collector,0,No Control,0,0,Clear
3072,0,1,0,1,0,6,0,0,21,13,South,50 to 54,Daylight,Intersection,Stopped,0,0,0,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
3074,0,1,0,1,0,6,0,0,21,13,North,60 to 64,Daylight,Intersection,Going Ahead,0,0,0,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
3077,0,0,0,1,0,6,0,0,23,12,South,30 to 34,Daylight,Intersection,Changing Lanes,1,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
3079,0,0,0,1,0,6,0,0,23,12,South,60 to 64,Daylight,Intersection,Going Ahead,1,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
